Keyword,Content,sentiment_score,Date_of_posting,Reply_status,reply_delay,Key_relevance,app_name
just,"Check your credit/debit card a week or two AFTER you ride. Uber charged me an extra 20$ on a 7$ ride for a ""fee adjustment"" weeks after I took a ride, without giving me a warning or reason for the adjustment. I asked support about it and they said it's been too long since the trip for them to look at it and give a refund. If you use Uber go over the charges to your card and Uber activity every week to be sure they aren't stealing from you with ""fee adjustments"". I will never use Uber again",-1,2025-09-11 00:03:01,0,,0.1588,Uber
aren stealing,"Check your credit/debit card a week or two AFTER you ride. Uber charged me an extra 20$ on a 7$ ride for a ""fee adjustment"" weeks after I took a ride, without giving me a warning or reason for the adjustment. I asked support about it and they said it's been too long since the trip for them to look at it and give a refund. If you use Uber go over the charges to your card and Uber activity every week to be sure they aren't stealing from you with ""fee adjustments"". I will never use Uber again",-1,2025-09-11 00:03:01,0,,0.1157,Uber
driver waldemar,had an awesome experience my driver waldemar was awesome,1,2025-09-11 00:01:21,0,,0.7298,Uber
waldemar awesome,had an awesome experience my driver waldemar was awesome,1,2025-09-11 00:01:21,0,,0.6191,Uber
nice drivers,had an awesome experience my driver waldemar was awesome,1,2025-09-11 00:01:21,0,,0.5117,Uber
awesome experience,had an awesome experience my driver waldemar was awesome,1,2025-09-11 00:01:21,0,,0.4877,Uber
awesome driver,had an awesome experience my driver waldemar was awesome,1,2025-09-11 00:01:21,0,,0.2689,Uber
good customer,good,1,2025-09-10 23:58:43,0,,1.0,Uber
noot app,very bad noot app for driver,-1,2025-09-10 23:57:36,0,,0.75,Uber
bad nood,very bad noot app for driver,-1,2025-09-10 23:57:36,0,,0.6404,Uber
app driver,very bad noot app for driver,-1,2025-09-10 23:57:36,0,,0.6144,Uber
driver talk,very bad noot app for driver,-1,2025-09-10 23:57:36,0,,0.4572,Uber
really bad,very bad noot app for driver,-1,2025-09-10 23:57:36,0,,0.1819,Uber
easy intuitive,Not so easy and intuitive to use.,0,2025-09-10 23:53:54,0,,0.6571,Uber
intuitive use,Not so easy and intuitive to use.,0,2025-09-10 23:53:54,0,,0.6081,Uber
easy drive,Not so easy and intuitive to use.,0,2025-09-10 23:53:54,0,,0.3956,Uber
use navigate,Not so easy and intuitive to use.,0,2025-09-10 23:53:54,0,,0.2949,Uber
friendly,So easy and a quick pick-up. Friendly driver.,1,2025-09-10 23:52:43,0,,0.6864,Uber
driver talk,So easy and a quick pick-up. Friendly driver.,1,2025-09-10 23:52:43,0,,0.53,Uber
quick pick,So easy and a quick pick-up. Friendly driver.,1,2025-09-10 23:52:43,0,,0.4678,Uber
easy drive,So easy and a quick pick-up. Friendly driver.,1,2025-09-10 23:52:43,0,,0.3314,Uber
great time,Great on time,1,2025-09-10 23:50:40,0,,0.762,Uber
drivers great,Great on time,1,2025-09-10 23:50:40,0,,0.5924,Uber
writing times,Great on time,1,2025-09-10 23:50:40,0,,0.5674,Uber
wonderful driver,it was wonderful and the driver was very kind . thank you and God bless you.,1,2025-09-10 23:45:48,0,,0.652,Uber
far wonderful,it was wonderful and the driver was very kind . thank you and God bless you.,1,2025-09-10 23:45:48,0,,0.334,Uber
bless,it was wonderful and the driver was very kind . thank you and God bless you.,1,2025-09-10 23:45:48,0,,0.2731,Uber
thank god,it was wonderful and the driver was very kind . thank you and God bless you.,1,2025-09-10 23:45:48,0,,0.1964,Uber
respectful kind,it was wonderful and the driver was very kind . thank you and God bless you.,1,2025-09-10 23:45:48,0,,0.1905,Uber
dull service,high rate dull service,-1,2025-09-10 23:44:59,0,,0.8354,Uber
rate dull,high rate dull service,-1,2025-09-10 23:44:59,0,,0.7129,Uber
happy service,high rate dull service,-1,2025-09-10 23:44:59,0,,0.5258,Uber
high rate,high rate dull service,-1,2025-09-10 23:44:59,0,,0.5181,Uber
clunky high,high rate dull service,-1,2025-09-10 23:44:59,0,,0.2432,Uber
friendly,very friendly and great assistance,1,2025-09-10 23:41:21,0,,0.6561,Uber
great assistance,very friendly and great assistance,1,2025-09-10 23:41:21,0,,0.5682,Uber
drivers great,very friendly and great assistance,1,2025-09-10 23:41:21,0,,0.3133,Uber
affordable prices,"affordable prices as compared with other services but more cancellation experienced, other wise all good.",1,2025-09-10 23:33:47,0,,0.5742,Uber
cancellation,"affordable prices as compared with other services but more cancellation experienced, other wise all good.",1,2025-09-10 23:33:47,0,,0.5531,Uber
compared,"affordable prices as compared with other services but more cancellation experienced, other wise all good.",1,2025-09-10 23:33:47,0,,0.2207,Uber
trip experience,"affordable prices as compared with other services but more cancellation experienced, other wise all good.",1,2025-09-10 23:33:47,0,,0.2165,Uber
wise good,"affordable prices as compared with other services but more cancellation experienced, other wise all good.",1,2025-09-10 23:33:47,0,,0.1414,Uber
good customer,good,1,2025-09-10 23:32:45,0,,1.0,Uber
nice drivers,"On time, clean car, nice driver.",1,2025-09-10 23:31:51,0,,0.6505,Uber
clean cars,"On time, clean car, nice driver.",1,2025-09-10 23:31:51,0,,0.6145,Uber
time clean,"On time, clean car, nice driver.",1,2025-09-10 23:31:51,0,,0.5236,Uber
half cars,"On time, clean car, nice driver.",1,2025-09-10 23:31:51,0,,0.4232,Uber
charged trips,I've been charged for trips and food that i have already paid for and it's happed multiple times,-1,2025-09-10 23:26:11,0,,0.6124,Uber
food paid,I've been charged for trips and food that i have already paid for and it's happed multiple times,-1,2025-09-10 23:26:11,0,,0.4093,Uber
happed multiple,I've been charged for trips and food that i have already paid for and it's happed multiple times,-1,2025-09-10 23:26:11,0,,0.2355,Uber
writing times,I've been charged for trips and food that i have already paid for and it's happed multiple times,-1,2025-09-10 23:26:11,0,,0.0938,Uber
driver talk,I've been charged for trips and food that i have already paid for and it's happed multiple times,-1,2025-09-10 23:26:11,0,,0.0798,Uber
good customer,good,1,2025-09-10 23:15:55,0,,1.0,Uber
drivers nice,great app and love the drivers and they are so nice,1,2025-09-10 23:09:09,0,,0.6772,Uber
great app,great app and love the drivers and they are so nice,1,2025-09-10 23:09:09,0,,0.646,Uber
love drivers,great app and love the drivers and they are so nice,1,2025-09-10 23:09:09,0,,0.5629,Uber
app love,great app and love the drivers and they are so nice,1,2025-09-10 23:09:09,0,,0.4566,Uber
drivers great,great app and love the drivers and they are so nice,1,2025-09-10 23:09:09,0,,0.2645,Uber
excellent,Excellent,0,2025-09-10 23:06:22,0,,1.0,Uber
rides driver,Your system prioritizes new rides for surge pricing rather than picking up your customers that wait for 45 minutes. It's terrible to wait to be reassigned a ride while new people walk right past you at the airport to hop in their rides. My first driver missed a turn 2 times at the airport and wasted 30 minutes before the app canceled. Don't set the app to tell me a new driver will be assigned in 5 minutes if the app will just kick the time out every 5 minutes.,-1,2025-09-10 23:00:14,0,,0.4271,Uber
app canceled,Your system prioritizes new rides for surge pricing rather than picking up your customers that wait for 45 minutes. It's terrible to wait to be reassigned a ride while new people walk right past you at the airport to hop in their rides. My first driver missed a turn 2 times at the airport and wasted 30 minutes before the app canceled. Don't set the app to tell me a new driver will be assigned in 5 minutes if the app will just kick the time out every 5 minutes.,-1,2025-09-10 23:00:14,0,,0.3373,Uber
40 minutes,Your system prioritizes new rides for surge pricing rather than picking up your customers that wait for 45 minutes. It's terrible to wait to be reassigned a ride while new people walk right past you at the airport to hop in their rides. My first driver missed a turn 2 times at the airport and wasted 30 minutes before the app canceled. Don't set the app to tell me a new driver will be assigned in 5 minutes if the app will just kick the time out every 5 minutes.,-1,2025-09-10 23:00:14,0,,0.2697,Uber
prioritizes new,Your system prioritizes new rides for surge pricing rather than picking up your customers that wait for 45 minutes. It's terrible to wait to be reassigned a ride while new people walk right past you at the airport to hop in their rides. My first driver missed a turn 2 times at the airport and wasted 30 minutes before the app canceled. Don't set the app to tell me a new driver will be assigned in 5 minutes if the app will just kick the time out every 5 minutes.,-1,2025-09-10 23:00:14,0,,0.2664,Uber
surge pricing,Your system prioritizes new rides for surge pricing rather than picking up your customers that wait for 45 minutes. It's terrible to wait to be reassigned a ride while new people walk right past you at the airport to hop in their rides. My first driver missed a turn 2 times at the airport and wasted 30 minutes before the app canceled. Don't set the app to tell me a new driver will be assigned in 5 minutes if the app will just kick the time out every 5 minutes.,-1,2025-09-10 23:00:14,0,,0.2571,Uber
freezes fairly,freezes on me fairly often and it doesn't work like it's designed to,-1,2025-09-10 22:59:05,0,,0.6935,Uber
doesn work,freezes on me fairly often and it doesn't work like it's designed to,-1,2025-09-10 22:59:05,0,,0.3703,Uber
work like,freezes on me fairly often and it doesn't work like it's designed to,-1,2025-09-10 22:59:05,0,,0.1796,Uber
design,freezes on me fairly often and it doesn't work like it's designed to,-1,2025-09-10 22:59:05,0,,0.1131,Uber
fairly doesn,freezes on me fairly often and it doesn't work like it's designed to,-1,2025-09-10 22:59:05,0,,0.0991,Uber
great drivers,great driver. good availability of a car. but VERY new to Uber. So I have a lot to learn yet. 😃,1,2025-09-10 22:52:57,0,,0.6292,Uber
uber lot,great driver. good availability of a car. but VERY new to Uber. So I have a lot to learn yet. 😃,1,2025-09-10 22:52:57,0,,0.4671,Uber
car new,great driver. good availability of a car. but VERY new to Uber. So I have a lot to learn yet. 😃,1,2025-09-10 22:52:57,0,,0.2676,Uber
learn,great driver. good availability of a car. but VERY new to Uber. So I have a lot to learn yet. 😃,1,2025-09-10 22:52:57,0,,0.2334,Uber
availability,great driver. good availability of a car. but VERY new to Uber. So I have a lot to learn yet. 😃,1,2025-09-10 22:52:57,0,,0.1312,Uber
slow,lt is slow services sometimes,-1,2025-09-10 22:47:06,0,,0.7744,Uber
happy service,lt is slow services sometimes,-1,2025-09-10 22:47:06,0,,0.4384,Uber
happed multiple,lt is slow services sometimes,-1,2025-09-10 22:47:06,0,,0.3114,Uber
drivers great,great!,1,2025-09-10 22:41:03,0,,0.8005,Uber
pleasant company,very pleasant.,1,2025-09-10 22:38:23,0,,0.7891,Uber
suppp,suppp,0,2025-09-10 22:36:27,0,,1.0,Uber
facility emergency,perfect facility for emergency or urgent,1,2025-09-10 22:35:32,0,,0.8052,Uber
perfect facility,perfect facility for emergency or urgent,1,2025-09-10 22:35:32,0,,0.6923,Uber
urgently waiting,perfect facility for emergency or urgent,1,2025-09-10 22:35:32,0,,0.379,Uber
perfectly ve,perfect facility for emergency or urgent,1,2025-09-10 22:35:32,0,,0.2117,Uber
sarvice aap,very bad service is aap not good 😐,-1,2025-09-10 22:28:39,0,,0.8063,Uber
aap good,very bad service is aap not good 😐,-1,2025-09-10 22:28:39,0,,0.7277,Uber
good service,very bad service is aap not good 😐,-1,2025-09-10 22:28:39,0,,0.6084,Uber
really bad,very bad service is aap not good 😐,-1,2025-09-10 22:28:39,0,,0.2915,Uber
good customer,very bad service is aap not good 😐,-1,2025-09-10 22:28:39,0,,0.1948,Uber
good customer,good,1,2025-09-10 22:00:50,0,,1.0,Uber
ride pleasant,my ride was very pleasant ☺️,1,2025-09-10 21:58:53,0,,0.7075,Uber
comfortable rides,my ride was very pleasant ☺️,1,2025-09-10 21:58:53,0,,0.5459,Uber
app driver,amazing app and drivers,1,2025-09-10 21:42:43,0,,0.787,Uber
amazing,amazing app and drivers,1,2025-09-10 21:42:43,0,,0.7429,Uber
drivers close,amazing app and drivers,1,2025-09-10 21:42:43,0,,0.6176,Uber
app money,amazing app and drivers,1,2025-09-10 21:42:43,0,,0.5454,Uber
excellent,very good and smooth .Driver was excellent.,1,2025-09-10 21:35:31,0,,0.7572,Uber
smooth driver,very good and smooth .Driver was excellent.,1,2025-09-10 21:35:31,0,,0.7334,Uber
good smooth,very good and smooth .Driver was excellent.,1,2025-09-10 21:35:31,0,,0.6219,Uber
good customer,very good and smooth .Driver was excellent.,1,2025-09-10 21:35:31,0,,0.2721,Uber
prices unbeatable,Great when prices are unbeatable low yet heavy costs are becoming more frequent now,1,2025-09-10 21:28:19,0,,0.7263,Uber
costs frequent,Great when prices are unbeatable low yet heavy costs are becoming more frequent now,1,2025-09-10 21:28:19,0,,0.6299,Uber
low heavy,Great when prices are unbeatable low yet heavy costs are becoming more frequent now,1,2025-09-10 21:28:19,0,,0.265,Uber
drivers great,Great when prices are unbeatable low yet heavy costs are becoming more frequent now,1,2025-09-10 21:28:19,0,,0.2233,Uber
good customer,good,1,2025-09-10 21:21:01,0,,1.0,Uber
great customer,The AI customer support is completely useless. I had a serious and problem and the app was useless and this company should be ashamed. *it's been 2 days and I still haven't heard back from Uber costumer support. despite emailing and calling.,-1,2025-09-10 21:10:23,0,,0.5652,Uber
app useless,The AI customer support is completely useless. I had a serious and problem and the app was useless and this company should be ashamed. *it's been 2 days and I still haven't heard back from Uber costumer support. despite emailing and calling.,-1,2025-09-10 21:10:23,0,,0.3591,Uber
costumer support,The AI customer support is completely useless. I had a serious and problem and the app was useless and this company should be ashamed. *it's been 2 days and I still haven't heard back from Uber costumer support. despite emailing and calling.,-1,2025-09-10 21:10:23,0,,0.3124,Uber
emailing calling,The AI customer support is completely useless. I had a serious and problem and the app was useless and this company should be ashamed. *it's been 2 days and I still haven't heard back from Uber costumer support. despite emailing and calling.,-1,2025-09-10 21:10:23,0,,0.2061,Uber
haven heard,The AI customer support is completely useless. I had a serious and problem and the app was useless and this company should be ashamed. *it's been 2 days and I still haven't heard back from Uber costumer support. despite emailing and calling.,-1,2025-09-10 21:10:23,0,,0.1257,Uber
promo code,promo code advertised did not work,-1,2025-09-10 21:01:04,0,,0.8176,Uber
code advertised,promo code advertised did not work,-1,2025-09-10 21:01:04,0,,0.7483,Uber
did work,promo code advertised did not work,-1,2025-09-10 21:01:04,0,,0.4037,Uber
doesn work,promo code advertised did not work,-1,2025-09-10 21:01:04,0,,0.1925,Uber
super,superbb,0,2025-09-10 20:57:32,0,,1.0,Uber
worked,"First time and it worked well,",1,2025-09-10 20:53:30,0,,0.3953,Uber
writing times,"First time and it worked well,",1,2025-09-10 20:53:30,0,,0.0845,Uber
waste time,waste,-1,2025-09-10 20:53:18,0,,1.0,Uber
drivers great,Great,1,2025-09-10 20:38:36,0,,1.0,Uber
dawg away,great my dawg in the get away car,0,2025-09-10 20:35:13,0,,0.6869,Uber
great dawg,great my dawg in the get away car,0,2025-09-10 20:35:13,0,,0.6593,Uber
half cars,great my dawg in the get away car,0,2025-09-10 20:35:13,0,,0.3917,Uber
far away,great my dawg in the get away car,0,2025-09-10 20:35:13,0,,0.3865,Uber
drivers great,great my dawg in the get away car,0,2025-09-10 20:35:13,0,,0.3746,Uber
eats,"make it a mandatory part of UBER EATS to check/update your address, as its easy to not think of it when opening the app, the fact it pushes you to buy more items and nothing about your address is abit scamy. also UBER drivers on some trips will pull up across from you and if you have afew bags with you many drivers will just drive away and cancel the trip (even though i ordered a UberXL). p.s - i have a 5☆ star rating",0,2025-09-10 20:22:49,0,,0.4914,Uber
update,"make it a mandatory part of UBER EATS to check/update your address, as its easy to not think of it when opening the app, the fact it pushes you to buy more items and nothing about your address is abit scamy. also UBER drivers on some trips will pull up across from you and if you have afew bags with you many drivers will just drive away and cancel the trip (even though i ordered a UberXL). p.s - i have a 5☆ star rating",0,2025-09-10 20:22:49,0,,0.3699,Uber
opening app,"make it a mandatory part of UBER EATS to check/update your address, as its easy to not think of it when opening the app, the fact it pushes you to buy more items and nothing about your address is abit scamy. also UBER drivers on some trips will pull up across from you and if you have afew bags with you many drivers will just drive away and cancel the trip (even though i ordered a UberXL). p.s - i have a 5☆ star rating",0,2025-09-10 20:22:49,0,,0.3124,Uber
star rating,"make it a mandatory part of UBER EATS to check/update your address, as its easy to not think of it when opening the app, the fact it pushes you to buy more items and nothing about your address is abit scamy. also UBER drivers on some trips will pull up across from you and if you have afew bags with you many drivers will just drive away and cancel the trip (even though i ordered a UberXL). p.s - i have a 5☆ star rating",0,2025-09-10 20:22:49,0,,0.21,Uber
man,"make it a mandatory part of UBER EATS to check/update your address, as its easy to not think of it when opening the app, the fact it pushes you to buy more items and nothing about your address is abit scamy. also UBER drivers on some trips will pull up across from you and if you have afew bags with you many drivers will just drive away and cancel the trip (even though i ordered a UberXL). p.s - i have a 5☆ star rating",0,2025-09-10 20:22:49,0,,0.1214,Uber
choda company,chotta choda company he,0,2025-09-10 20:17:24,0,,0.8655,Uber
chotta choda,chotta choda company he,0,2025-09-10 20:17:24,0,,0.8304,Uber
cheaper company,chotta choda company he,0,2025-09-10 20:17:24,0,,0.4436,Uber
cancellation,Ride cancellation and cab changes are not well notified. UI is unintuitive in small small things when used,-1,2025-09-10 20:06:33,0,,0.6049,Uber
cab changes,Ride cancellation and cab changes are not well notified. UI is unintuitive in small small things when used,-1,2025-09-10 20:06:33,0,,0.5714,Uber
changes notified,Ride cancellation and cab changes are not well notified. UI is unintuitive in small small things when used,-1,2025-09-10 20:06:33,0,,0.4535,Uber
ui unintuitive,Ride cancellation and cab changes are not well notified. UI is unintuitive in small small things when used,-1,2025-09-10 20:06:33,0,,0.4151,Uber
things used,Ride cancellation and cab changes are not well notified. UI is unintuitive in small small things when used,-1,2025-09-10 20:06:33,0,,0.0413,Uber
service waymo,excellent service... by Wambua,1,2025-09-10 19:58:40,0,,0.7636,Uber
excellent,excellent service... by Wambua,1,2025-09-10 19:58:40,0,,0.617,Uber
wambua,excellent service... by Wambua,1,2025-09-10 19:58:40,0,,0.5849,Uber
impeccable service,excellent service... by Wambua,1,2025-09-10 19:58:40,0,,0.4738,Uber
signing uber,Honestly I don't know what's going on with Uber. I tried to book a ride and it tales almost an hour before finding a ride.,-1,2025-09-10 19:54:18,0,,0.6393,Uber
book ride,Honestly I don't know what's going on with Uber. I tried to book a ride and it tales almost an hour before finding a ride.,-1,2025-09-10 19:54:18,0,,0.4323,Uber
tales hour,Honestly I don't know what's going on with Uber. I tried to book a ride and it tales almost an hour before finding a ride.,-1,2025-09-10 19:54:18,0,,0.2448,Uber
honestly,Honestly I don't know what's going on with Uber. I tried to book a ride and it tales almost an hour before finding a ride.,-1,2025-09-10 19:54:18,0,,0.1035,Uber
tried,Honestly I don't know what's going on with Uber. I tried to book a ride and it tales almost an hour before finding a ride.,-1,2025-09-10 19:54:18,0,,0.0739,Uber
booked taxi,"when i booked an auto from your side l did not get any details.. and I booked again from another number..When l took that for my ride the first one came. But already l had been to my destiny.... Next day again I booked a taxi , and l had to pay extra Rs.100 as fine , with my charge. Disgusting. 2nd time it is repeated..So. l uninstalled the app.",-1,2025-09-10 19:52:48,0,,0.4978,Uber
auto did,"when i booked an auto from your side l did not get any details.. and I booked again from another number..When l took that for my ride the first one came. But already l had been to my destiny.... Next day again I booked a taxi , and l had to pay extra Rs.100 as fine , with my charge. Disgusting. 2nd time it is repeated..So. l uninstalled the app.",-1,2025-09-10 19:52:48,0,,0.3421,Uber
repeated uninstalled,"when i booked an auto from your side l did not get any details.. and I booked again from another number..When l took that for my ride the first one came. But already l had been to my destiny.... Next day again I booked a taxi , and l had to pay extra Rs.100 as fine , with my charge. Disgusting. 2nd time it is repeated..So. l uninstalled the app.",-1,2025-09-10 19:52:48,0,,0.3077,Uber
countries app,"when i booked an auto from your side l did not get any details.. and I booked again from another number..When l took that for my ride the first one came. But already l had been to my destiny.... Next day again I booked a taxi , and l had to pay extra Rs.100 as fine , with my charge. Disgusting. 2nd time it is repeated..So. l uninstalled the app.",-1,2025-09-10 19:52:48,0,,0.3035,Uber
100 fine,"when i booked an auto from your side l did not get any details.. and I booked again from another number..When l took that for my ride the first one came. But already l had been to my destiny.... Next day again I booked a taxi , and l had to pay extra Rs.100 as fine , with my charge. Disgusting. 2nd time it is repeated..So. l uninstalled the app.",-1,2025-09-10 19:52:48,0,,0.244,Uber
live rate,"Easy to use, live rate changes.",1,2025-09-10 19:50:01,0,,0.7065,Uber
rate changes,"Easy to use, live rate changes.",1,2025-09-10 19:50:01,0,,0.6143,Uber
use live,"Easy to use, live rate changes.",1,2025-09-10 19:50:01,0,,0.5738,Uber
easy use,"Easy to use, live rate changes.",1,2025-09-10 19:50:01,0,,0.4624,Uber
changes notified,"Easy to use, live rate changes.",1,2025-09-10 19:50:01,0,,0.4229,Uber
price app,cool app but I don't like it when it changes price when it says its price on the app,-1,2025-09-10 19:49:22,0,,0.7427,Uber
app doesn,cool app but I don't like it when it changes price when it says its price on the app,-1,2025-09-10 19:49:22,0,,0.4791,Uber
like changes,cool app but I don't like it when it changes price when it says its price on the app,-1,2025-09-10 19:49:22,0,,0.2608,Uber
cool,cool app but I don't like it when it changes price when it says its price on the app,-1,2025-09-10 19:49:22,0,,0.1965,Uber
don like,cool app but I don't like it when it changes price when it says its price on the app,-1,2025-09-10 19:49:22,0,,0.1632,Uber
does job,it does the job,0,2025-09-10 19:47:34,0,,0.6675,Uber
doesn exist,it does the job,0,2025-09-10 19:47:34,0,,0.5096,Uber
good job,it does the job,0,2025-09-10 19:47:34,0,,0.4651,Uber
sleazeballs,sleazeballs,0,2025-09-10 19:47:01,0,,1.0,Uber
reliable,Reliable and fast...,1,2025-09-10 19:38:47,0,,0.8275,Uber
fast,Reliable and fast...,1,2025-09-10 19:38:47,0,,0.4093,Uber
great experience,Great experience.,1,2025-09-10 19:38:40,0,,0.8908,Uber
bad experience,Great experience.,1,2025-09-10 19:38:40,0,,0.4996,Uber
drivers great,Great experience.,1,2025-09-10 19:38:40,0,,0.3604,Uber
convenient,"Great, convenient",1,2025-09-10 19:34:55,0,,0.9368,Uber
drivers great,"Great, convenient",1,2025-09-10 19:34:55,0,,0.4993,Uber
great drivers,great driver ✨✨✨✨,1,2025-09-10 19:29:38,0,,0.9088,Uber
booking drivers,great driver ✨✨✨✨,1,2025-09-10 19:29:38,0,,0.5918,Uber
drivers great,great driver ✨✨✨✨,1,2025-09-10 19:29:38,0,,0.3356,Uber
cool,very cool,1,2025-09-10 19:16:36,0,,0.6759,Uber
scam steal,"it's a scam . they steal info, service , products and money",-1,2025-09-10 19:10:00,0,,0.6716,Uber
info service,"it's a scam . they steal info, service , products and money",-1,2025-09-10 19:10:00,0,,0.3854,Uber
products,"it's a scam . they steal info, service , products and money",-1,2025-09-10 19:10:00,0,,0.2648,Uber
extra money,"it's a scam . they steal info, service , products and money",-1,2025-09-10 19:10:00,0,,0.2103,Uber
gps info,"it's a scam . they steal info, service , products and money",-1,2025-09-10 19:10:00,0,,0.1905,Uber
class app,3rd class app,0,2025-09-10 19:05:31,0,,0.8244,Uber
3rd class,3rd class app,0,2025-09-10 19:05:31,0,,0.6782,Uber
price app,3rd class app,0,2025-09-10 19:05:31,0,,0.577,Uber
booking drivers,നൈസ് driver,0,2025-09-10 18:40:51,0,,0.7616,Uber
easy safe,"easy, safe, and enjoyable",1,2025-09-10 18:39:58,0,,0.7411,Uber
safe enjoyable,"easy, safe, and enjoyable",1,2025-09-10 18:39:58,0,,0.7113,Uber
easy intuitive,"easy, safe, and enjoyable",1,2025-09-10 18:39:58,0,,0.4723,Uber
drivers great,it's great 👍,1,2025-09-10 18:39:40,0,,0.4907,Uber
polite clean,very polite clean car,1,2025-09-10 18:23:10,0,,0.7696,Uber
clean cars,very polite clean car,1,2025-09-10 18:23:10,0,,0.768,Uber
driver polite,very polite clean car,1,2025-09-10 18:23:10,0,,0.5791,Uber
car clean,very polite clean car,1,2025-09-10 18:23:10,0,,0.4994,Uber
half cars,very polite clean car,1,2025-09-10 18:23:10,0,,0.4598,Uber
bad app,very bad app,-1,2025-09-10 18:17:01,0,,0.9395,Uber
price app,very bad app,-1,2025-09-10 18:17:01,0,,0.6444,Uber
bad experience,very bad app,-1,2025-09-10 18:17:01,0,,0.4828,Uber
goodness,goodness,1,2025-09-10 18:16:31,0,,1.0,Uber
drivers great,great,1,2025-09-10 18:15:23,0,,1.0,Uber
costumer support,"Worst Experience – Extra Charges & No Support. I had one of the worst experiences with Uber. My trip fare shown on the app was ₹700, but the driver forced me to pay ₹900 extra on top of it (₹1600 total). He even threatened not to give me my luggage unless I paid. When I contacted Uber support, they simply denied helping and closed the issue. This shows how the app is completely in favor of drivers and does not care about customers’ problems. There’s no safety, no protection . Fraudsters",-1,2025-09-10 18:15:01,0,,0.6233,Uber
worst experience,"Worst Experience – Extra Charges & No Support. I had one of the worst experiences with Uber. My trip fare shown on the app was ₹700, but the driver forced me to pay ₹900 extra on top of it (₹1600 total). He even threatened not to give me my luggage unless I paid. When I contacted Uber support, they simply denied helping and closed the issue. This shows how the app is completely in favor of drivers and does not care about customers’ problems. There’s no safety, no protection . Fraudsters",-1,2025-09-10 18:15:01,0,,0.3128,Uber
protection fraudsters,"Worst Experience – Extra Charges & No Support. I had one of the worst experiences with Uber. My trip fare shown on the app was ₹700, but the driver forced me to pay ₹900 extra on top of it (₹1600 total). He even threatened not to give me my luggage unless I paid. When I contacted Uber support, they simply denied helping and closed the issue. This shows how the app is completely in favor of drivers and does not care about customers’ problems. There’s no safety, no protection . Fraudsters",-1,2025-09-10 18:15:01,0,,0.3037,Uber
shows app,"Worst Experience – Extra Charges & No Support. I had one of the worst experiences with Uber. My trip fare shown on the app was ₹700, but the driver forced me to pay ₹900 extra on top of it (₹1600 total). He even threatened not to give me my luggage unless I paid. When I contacted Uber support, they simply denied helping and closed the issue. This shows how the app is completely in favor of drivers and does not care about customers’ problems. There’s no safety, no protection . Fraudsters",-1,2025-09-10 18:15:01,0,,0.1984,Uber
900 extra,"Worst Experience – Extra Charges & No Support. I had one of the worst experiences with Uber. My trip fare shown on the app was ₹700, but the driver forced me to pay ₹900 extra on top of it (₹1600 total). He even threatened not to give me my luggage unless I paid. When I contacted Uber support, they simply denied helping and closed the issue. This shows how the app is completely in favor of drivers and does not care about customers’ problems. There’s no safety, no protection . Fraudsters",-1,2025-09-10 18:15:01,0,,0.1373,Uber
compared,app is good compared to rapido and ola. rate is also affordable. But sometimes in monsoon or in festivals no any riders accept the trip. We can understand that rush and traffic becomes high on those days compared to other days. But please bring some ideas to overcome this issue.,0,2025-09-10 18:13:10,0,,0.4928,Uber
monsoon festivals,app is good compared to rapido and ola. rate is also affordable. But sometimes in monsoon or in festivals no any riders accept the trip. We can understand that rush and traffic becomes high on those days compared to other days. But please bring some ideas to overcome this issue.,0,2025-09-10 18:13:10,0,,0.4382,Uber
traffic high,app is good compared to rapido and ola. rate is also affordable. But sometimes in monsoon or in festivals no any riders accept the trip. We can understand that rush and traffic becomes high on those days compared to other days. But please bring some ideas to overcome this issue.,0,2025-09-10 18:13:10,0,,0.4219,Uber
ola rate,app is good compared to rapido and ola. rate is also affordable. But sometimes in monsoon or in festivals no any riders accept the trip. We can understand that rush and traffic becomes high on those days compared to other days. But please bring some ideas to overcome this issue.,0,2025-09-10 18:13:10,0,,0.3859,Uber
price app,app is good compared to rapido and ola. rate is also affordable. But sometimes in monsoon or in festivals no any riders accept the trip. We can understand that rush and traffic becomes high on those days compared to other days. But please bring some ideas to overcome this issue.,0,2025-09-10 18:13:10,0,,0.277,Uber
wonderful uber,Had some great uber rides with wonderful uber drivers and great conversation,1,2025-09-10 18:08:43,0,,0.7007,Uber
rides driver,Had some great uber rides with wonderful uber drivers and great conversation,1,2025-09-10 18:08:43,0,,0.3688,Uber
great conversation,Had some great uber rides with wonderful uber drivers and great conversation,1,2025-09-10 18:08:43,0,,0.3671,Uber
drivers great,Had some great uber rides with wonderful uber drivers and great conversation,1,2025-09-10 18:08:43,0,,0.31,Uber
booking drivers,Had some great uber rides with wonderful uber drivers and great conversation,1,2025-09-10 18:08:43,0,,0.267,Uber
wise good,very good,1,2025-09-10 18:08:20,0,,0.7071,Uber
best rides,best rides,1,2025-09-10 18:03:01,0,,1.0,Uber
rides driver,best rides,1,2025-09-10 18:03:01,0,,0.7935,Uber
best thing,best rides,1,2025-09-10 18:03:01,0,,0.4568,Uber
smooth driver,on time smooth drive considerate,0,2025-09-10 17:59:09,0,,0.7838,Uber
time smooth,on time smooth drive considerate,0,2025-09-10 17:59:09,0,,0.6979,Uber
booking drivers,on time smooth drive considerate,0,2025-09-10 17:59:09,0,,0.4265,Uber
