Keyword,Content,sentiment_score,Date_of_posting,Reply_status,reply_delay,Key_relevance,app_name
update,"Extremely disappointed with Ola Foods! Ordered from Gowda Donne Biryani on Sep 9, 2025 (Order #ONDC_890354XILthP), but food never arrived. App wrongly marked it as 'Delivered'. Raised a query, but support team didn't respond or refund. Unacceptable experience! Requesting others to be cautious. No refund, no apology, no resolution. Update your app and customer service, Ola Foods! Strongly recommend a customer helpline service!",-1,2025-09-11 06:40:35,1,1.7333333333333334,0.2773,Ola
respond refund,"Extremely disappointed with Ola Foods! Ordered from Gowda Donne Biryani on Sep 9, 2025 (Order #ONDC_890354XILthP), but food never arrived. App wrongly marked it as 'Delivered'. Raised a query, but support team didn't respond or refund. Unacceptable experience! Requesting others to be cautious. No refund, no apology, no resolution. Update your app and customer service, Ola Foods! Strongly recommend a customer helpline service!",-1,2025-09-11 06:40:35,1,1.7333333333333334,0.2542,Ola
donne biryani,"Extremely disappointed with Ola Foods! Ordered from Gowda Donne Biryani on Sep 9, 2025 (Order #ONDC_890354XILthP), but food never arrived. App wrongly marked it as 'Delivered'. Raised a query, but support team didn't respond or refund. Unacceptable experience! Requesting others to be cautious. No refund, no apology, no resolution. Update your app and customer service, Ola Foods! Strongly recommend a customer helpline service!",-1,2025-09-11 06:40:35,1,1.7333333333333334,0.2506,Ola
cautious,"Extremely disappointed with Ola Foods! Ordered from Gowda Donne Biryani on Sep 9, 2025 (Order #ONDC_890354XILthP), but food never arrived. App wrongly marked it as 'Delivered'. Raised a query, but support team didn't respond or refund. Unacceptable experience! Requesting others to be cautious. No refund, no apology, no resolution. Update your app and customer service, Ola Foods! Strongly recommend a customer helpline service!",-1,2025-09-11 06:40:35,1,1.7333333333333334,0.166,Ola
bad app,bad app as well as bad service,-1,2025-09-11 06:20:05,1,2.2,0.8097,Ola
loved service,bad app as well as bad service,-1,2025-09-11 06:20:05,1,2.2,0.6801,Ola
price app,bad app as well as bad service,-1,2025-09-11 06:20:05,1,2.2,0.5106,Ola
bad experience,bad app as well as bad service,-1,2025-09-11 06:20:05,1,2.2,0.2845,Ola
application,nice application,1,2025-09-11 06:07:23,1,7.75,1.0,Ola
nice person,nice application,1,2025-09-11 06:07:23,1,7.75,0.4224,Ola
login verification,unable to login due to call verification,-1,2025-09-11 05:37:38,1,5.7,0.6528,Ola
unable login,unable to login due to call verification,-1,2025-09-11 05:37:38,1,5.7,0.5951,Ola
unable driver,unable to login due to call verification,-1,2025-09-11 05:37:38,1,5.7,0.3403,Ola
good service,very good service,1,2025-09-11 05:35:48,1,6.25,0.8937,Ola
loved service,very good service,1,2025-09-11 05:35:48,1,6.25,0.5967,Ola
wise good,very good service,1,2025-09-11 05:35:48,1,6.25,0.3583,Ola
save location,The app is good but finding location and all is really difficult and it's too hard to like save a location for future use . So please make it easier to save location,0,2025-09-11 05:07:12,1,6.916666666666667,0.7035,Ola
aap good,The app is good but finding location and all is really difficult and it's too hard to like save a location for future use . So please make it easier to save location,0,2025-09-11 05:07:12,1,6.916666666666667,0.4941,Ola
really difficult,The app is good but finding location and all is really difficult and it's too hard to like save a location for future use . So please make it easier to save location,0,2025-09-11 05:07:12,1,6.916666666666667,0.1013,Ola
use make,The app is good but finding location and all is really difficult and it's too hard to like save a location for future use . So please make it easier to save location,0,2025-09-11 05:07:12,1,6.916666666666667,0.0724,Ola
future,The app is good but finding location and all is really difficult and it's too hard to like save a location for future use . So please make it easier to save location,0,2025-09-11 05:07:12,1,6.916666666666667,0.0416,Ola
cancel trip,drivers cancel rides frequently,-1,2025-09-11 03:58:07,1,6.3,0.7744,Ola
drivers cancel,drivers cancel rides frequently,-1,2025-09-11 03:58:07,1,6.3,0.7262,Ola
rides frequently,drivers cancel rides frequently,-1,2025-09-11 03:58:07,1,6.3,0.5745,Ola
drivers dont,drivers cancel rides frequently,-1,2025-09-11 03:58:07,1,6.3,0.3829,Ola
aaj tak,"ek to iske driver badtameez hain, uper se double time paise leke 1 mahine se jyada din ho gye aaj tak ghuma hi rahe... complaint register date: 04 Aug 2025 or aaj tak mera paisa refund nhi hua.",0,2025-09-11 03:51:19,1,5.9,0.5145,Ola
paisa refund,"ek to iske driver badtameez hain, uper se double time paise leke 1 mahine se jyada din ho gye aaj tak ghuma hi rahe... complaint register date: 04 Aug 2025 or aaj tak mera paisa refund nhi hua.",0,2025-09-11 03:51:19,1,5.9,0.3972,Ola
driver badly,"ek to iske driver badtameez hain, uper se double time paise leke 1 mahine se jyada din ho gye aaj tak ghuma hi rahe... complaint register date: 04 Aug 2025 or aaj tak mera paisa refund nhi hua.",0,2025-09-11 03:51:19,1,5.9,0.3967,Ola
se double,"ek to iske driver badtameez hain, uper se double time paise leke 1 mahine se jyada din ho gye aaj tak ghuma hi rahe... complaint register date: 04 Aug 2025 or aaj tak mera paisa refund nhi hua.",0,2025-09-11 03:51:19,1,5.9,0.2754,Ola
register date,"ek to iske driver badtameez hain, uper se double time paise leke 1 mahine se jyada din ho gye aaj tak ghuma hi rahe... complaint register date: 04 Aug 2025 or aaj tak mera paisa refund nhi hua.",0,2025-09-11 03:51:19,1,5.9,0.1706,Ola
location sensor,The most incompetent Location sensor I've ever seen.,-1,2025-09-11 03:50:20,1,6.083333333333333,0.6963,Ola
incompetent location,The most incompetent Location sensor I've ever seen.,-1,2025-09-11 03:50:20,1,6.083333333333333,0.6125,Ola
sensor ve,The most incompetent Location sensor I've ever seen.,-1,2025-09-11 03:50:20,1,6.083333333333333,0.4681,Ola
ve seen,The most incompetent Location sensor I've ever seen.,-1,2025-09-11 03:50:20,1,6.083333333333333,0.0902,Ola
worst app,Worst app... whenever I am in an emergency app never works... Minus stars .... minus points... worst worst worst worst...,-1,2025-09-11 03:08:11,1,6.25,0.7623,Ola
facility emergency,Worst app... whenever I am in an emergency app never works... Minus stars .... minus points... worst worst worst worst...,-1,2025-09-11 03:08:11,1,6.25,0.4377,Ola
stars minus,Worst app... whenever I am in an emergency app never works... Minus stars .... minus points... worst worst worst worst...,-1,2025-09-11 03:08:11,1,6.25,0.2855,Ola
point,Worst app... whenever I am in an emergency app never works... Minus stars .... minus points... worst worst worst worst...,-1,2025-09-11 03:08:11,1,6.25,0.2417,Ola
works abysmal,Worst app... whenever I am in an emergency app never works... Minus stars .... minus points... worst worst worst worst...,-1,2025-09-11 03:08:11,1,6.25,0.1728,Ola
cancel trip,"give the option to rate the drivers who make you wait for 5+ minutes and then cancel the trip from their end. This is happening on a regular basis now. Ola was supposed to be a quicker travelling option, book a cab anytime from the comfort of your home. Now you have to start booking a cab at least 20-30 minutes before you leave the house because 3-5 drivers will cancel after accepting the ride.",-1,2025-09-11 02:55:21,1,13.15,0.4972,Ola
cab anytime,"give the option to rate the drivers who make you wait for 5+ minutes and then cancel the trip from their end. This is happening on a regular basis now. Ola was supposed to be a quicker travelling option, book a cab anytime from the comfort of your home. Now you have to start booking a cab at least 20-30 minutes before you leave the house because 3-5 drivers will cancel after accepting the ride.",-1,2025-09-11 02:55:21,1,13.15,0.3747,Ola
great drivers,"give the option to rate the drivers who make you wait for 5+ minutes and then cancel the trip from their end. This is happening on a regular basis now. Ola was supposed to be a quicker travelling option, book a cab anytime from the comfort of your home. Now you have to start booking a cab at least 20-30 minutes before you leave the house because 3-5 drivers will cancel after accepting the ride.",-1,2025-09-11 02:55:21,1,13.15,0.2722,Ola
basis ola,"give the option to rate the drivers who make you wait for 5+ minutes and then cancel the trip from their end. This is happening on a regular basis now. Ola was supposed to be a quicker travelling option, book a cab anytime from the comfort of your home. Now you have to start booking a cab at least 20-30 minutes before you leave the house because 3-5 drivers will cancel after accepting the ride.",-1,2025-09-11 02:55:21,1,13.15,0.2681,Ola
supposed,"give the option to rate the drivers who make you wait for 5+ minutes and then cancel the trip from their end. This is happening on a regular basis now. Ola was supposed to be a quicker travelling option, book a cab anytime from the comfort of your home. Now you have to start booking a cab at least 20-30 minutes before you leave the house because 3-5 drivers will cancel after accepting the ride.",-1,2025-09-11 02:55:21,1,13.15,0.1868,Ola
ola booking,I had a very bad experience with the ola when i was booking a ride in the city every time taking lots of time and the moment the cab driver cancelled the booking.,-1,2025-09-11 02:54:39,1,9.2,0.6162,Ola
drivers cancel,I had a very bad experience with the ola when i was booking a ride in the city every time taking lots of time and the moment the cab driver cancelled the booking.,-1,2025-09-11 02:54:39,1,9.2,0.4045,Ola
ride city,I had a very bad experience with the ola when i was booking a ride in the city every time taking lots of time and the moment the cab driver cancelled the booking.,-1,2025-09-11 02:54:39,1,9.2,0.357,Ola
moment cab,I had a very bad experience with the ola when i was booking a ride in the city every time taking lots of time and the moment the cab driver cancelled the booking.,-1,2025-09-11 02:54:39,1,9.2,0.2305,Ola
lots time,I had a very bad experience with the ola when i was booking a ride in the city every time taking lots of time and the moment the cab driver cancelled the booking.,-1,2025-09-11 02:54:39,1,9.2,0.0917,Ola
compared,rates are more compared to other apps,0,2025-09-11 02:43:59,1,9.3,0.7564,Ola
apps,rates are more compared to other apps,0,2025-09-11 02:43:59,1,9.3,0.6665,Ola
rates,rates are more compared to other apps,0,2025-09-11 02:43:59,1,9.3,0.6597,Ola
good service,good service 👍,1,2025-09-11 02:42:13,1,1.3833333333333333,0.8739,Ola
loved service,good service 👍,1,2025-09-11 02:42:13,1,1.3833333333333333,0.519,Ola
wise good,good service 👍,1,2025-09-11 02:42:13,1,1.3833333333333333,0.3699,Ola
best far,best,0,2025-09-11 02:39:16,1,4.416666666666667,1.0,Ola
wise good,good,1,2025-09-11 02:02:20,1,10.55,1.0,Ola
timely pickup,Value of money & timely pickup and drop. Polite behavior. EXCELLENT.,1,2025-09-11 01:26:54,1,7.133333333333334,0.5697,Ola
drop polite,Value of money & timely pickup and drop. Polite behavior. EXCELLENT.,1,2025-09-11 01:26:54,1,7.133333333333334,0.5032,Ola
value money,Value of money & timely pickup and drop. Polite behavior. EXCELLENT.,1,2025-09-11 01:26:54,1,7.133333333333334,0.4452,Ola
bad behavior,Value of money & timely pickup and drop. Polite behavior. EXCELLENT.,1,2025-09-11 01:26:54,1,7.133333333333334,0.3637,Ola
excellent,Value of money & timely pickup and drop. Polite behavior. EXCELLENT.,1,2025-09-11 01:26:54,1,7.133333333333334,0.256,Ola
assam bhi,OLA ko dibrugarh assam me bhi laya jaye here is too much opportunity local system is worst,-1,2025-09-11 01:11:41,1,16.383333333333333,0.5854,Ola
local worst,OLA ko dibrugarh assam me bhi laya jaye here is too much opportunity local system is worst,-1,2025-09-11 01:11:41,1,16.383333333333333,0.4309,Ola
ko dibrugarh,OLA ko dibrugarh assam me bhi laya jaye here is too much opportunity local system is worst,-1,2025-09-11 01:11:41,1,16.383333333333333,0.3828,Ola
jaye opportunity,OLA ko dibrugarh assam me bhi laya jaye here is too much opportunity local system is worst,-1,2025-09-11 01:11:41,1,16.383333333333333,0.3413,Ola
laya,OLA ko dibrugarh assam me bhi laya jaye here is too much opportunity local system is worst,-1,2025-09-11 01:11:41,1,16.383333333333333,0.2542,Ola
good service,good service,1,2025-09-11 00:30:00,1,1.9,1.0,Ola
loved service,good service,1,2025-09-11 00:30:00,1,1.9,0.6827,Ola
wise good,good service,1,2025-09-11 00:30:00,1,1.9,0.4384,Ola
comfortable journey,easy and comfortable journey for this,1,2025-09-11 00:02:26,1,117.53333333333333,0.8568,Ola
clean comfortable,easy and comfortable journey for this,1,2025-09-11 00:02:26,1,117.53333333333333,0.644,Ola
nice journey,easy and comfortable journey for this,1,2025-09-11 00:02:26,1,117.53333333333333,0.6342,Ola
dirty uncomfortable,easy and comfortable journey for this,1,2025-09-11 00:02:26,1,117.53333333333333,0.5326,Ola
easy smooth,easy and comfortable journey for this,1,2025-09-11 00:02:26,1,117.53333333333333,0.3607,Ola
app driver,very bad not app for driver,-1,2025-09-10 23:58:41,1,4.083333333333333,0.744,Ola
bad app,very bad not app for driver,-1,2025-09-10 23:58:41,1,4.083333333333333,0.6747,Ola
drivers dont,very bad not app for driver,-1,2025-09-10 23:58:41,1,4.083333333333333,0.5491,Ola
price app,very bad not app for driver,-1,2025-09-10 23:58:41,1,4.083333333333333,0.5032,Ola
bad experience,very bad not app for driver,-1,2025-09-10 23:58:41,1,4.083333333333333,0.3582,Ola
app moves,maps cant pick proper location. if i select manually app moves it forcefully,0,2025-09-10 23:58:25,1,5.116666666666666,0.5553,Ola
google maps,maps cant pick proper location. if i select manually app moves it forcefully,0,2025-09-10 23:58:25,1,5.116666666666666,0.4086,Ola
proper location,maps cant pick proper location. if i select manually app moves it forcefully,0,2025-09-10 23:58:25,1,5.116666666666666,0.327,Ola
man,maps cant pick proper location. if i select manually app moves it forcefully,0,2025-09-10 23:58:25,1,5.116666666666666,0.2569,Ola
forcefully,maps cant pick proper location. if i select manually app moves it forcefully,0,2025-09-10 23:58:25,1,5.116666666666666,0.1734,Ola
wise good,very good,1,2025-09-10 23:54:32,1,10.166666666666666,0.7071,Ola
wise good,good,1,2025-09-10 23:35:51,1,6.883333333333334,1.0,Ola
app driver,very poor app and not driver support,-1,2025-09-10 22:57:16,1,8.683333333333334,0.7563,Ola
poor app,very poor app and not driver support,-1,2025-09-10 22:57:16,1,8.683333333333334,0.6596,Ola
driver support,very poor app and not driver support,-1,2025-09-10 22:57:16,1,8.683333333333334,0.5878,Ola
distances support,very poor app and not driver support,-1,2025-09-10 22:57:16,1,8.683333333333334,0.241,Ola
wise good,good,1,2025-09-10 21:26:51,1,6.366666666666666,1.0,Ola
best rides,best ride,1,2025-09-10 20:54:21,1,8.533333333333333,1.0,Ola
rides ubder,best ride,1,2025-09-10 20:54:21,1,8.533333333333333,0.7713,Ola
best far,best ride,1,2025-09-10 20:54:21,1,8.533333333333333,0.5463,Ola
great experience,great experience...,1,2025-09-10 20:21:03,1,12.05,0.7599,Ola
bad experience,great experience...,1,2025-09-10 20:21:03,1,12.05,0.4165,Ola
doing great,great experience...,1,2025-09-10 20:21:03,1,12.05,0.265,Ola
invoice ledger,"Subject: Request for Invoice/Ledger Statement of Rides Dear Ola Cabs Team, I kindly request you to provide me with an invoice or ledger statement of all my rides taken from the date of my first ride until today. If that is not feasible, please share the statement from January 2024 till date. I need this information on an urgent basis, and I would appreciate your prompt assistance. Thank you for your support.",0,2025-09-10 19:27:45,1,6.25,0.5764,Ola
date ride,"Subject: Request for Invoice/Ledger Statement of Rides Dear Ola Cabs Team, I kindly request you to provide me with an invoice or ledger statement of all my rides taken from the date of my first ride until today. If that is not feasible, please share the statement from January 2024 till date. I need this information on an urgent basis, and I would appreciate your prompt assistance. Thank you for your support.",0,2025-09-10 19:27:45,1,6.25,0.4032,Ola
share statement,"Subject: Request for Invoice/Ledger Statement of Rides Dear Ola Cabs Team, I kindly request you to provide me with an invoice or ledger statement of all my rides taken from the date of my first ride until today. If that is not feasible, please share the statement from January 2024 till date. I need this information on an urgent basis, and I would appreciate your prompt assistance. Thank you for your support.",0,2025-09-10 19:27:45,1,6.25,0.2616,Ola
dear ola,"Subject: Request for Invoice/Ledger Statement of Rides Dear Ola Cabs Team, I kindly request you to provide me with an invoice or ledger statement of all my rides taken from the date of my first ride until today. If that is not feasible, please share the statement from January 2024 till date. I need this information on an urgent basis, and I would appreciate your prompt assistance. Thank you for your support.",0,2025-09-10 19:27:45,1,6.25,0.259,Ola
need information,"Subject: Request for Invoice/Ledger Statement of Rides Dear Ola Cabs Team, I kindly request you to provide me with an invoice or ledger statement of all my rides taken from the date of my first ride until today. If that is not feasible, please share the statement from January 2024 till date. I need this information on an urgent basis, and I would appreciate your prompt assistance. Thank you for your support.",0,2025-09-10 19:27:45,1,6.25,0.2072,Ola
comfortable journey,very comfortable journey ☺️,1,2025-09-10 19:15:45,1,6.733333333333333,0.8198,Ola
nice journey,very comfortable journey ☺️,1,2025-09-10 19:15:45,1,6.733333333333333,0.6129,Ola
dirty uncomfortable,very comfortable journey ☺️,1,2025-09-10 19:15:45,1,6.733333333333333,0.5299,Ola
class app,3rd class app,0,2025-09-10 19:05:54,1,8.45,0.8244,Ola
3rd class,3rd class app,0,2025-09-10 19:05:54,1,8.45,0.6782,Ola
price app,3rd class app,0,2025-09-10 19:05:54,1,8.45,0.577,Ola
wise good,good,1,2025-09-10 18:48:51,1,8.433333333333334,1.0,Ola
best service,best service 👌👌,1,2025-09-10 18:43:42,1,14.116666666666667,0.8689,Ola
loved service,best service 👌👌,1,2025-09-10 18:43:42,1,14.116666666666667,0.6411,Ola
best far,best service 👌👌,1,2025-09-10 18:43:42,1,14.116666666666667,0.5408,Ola
booking different,ok,0,2025-09-10 18:38:00,1,14.65,1.0,Ola
nice person,nic,0,2025-09-10 18:27:27,1,6.216666666666667,1.0,Ola
absolutely pathetic,Pathetic 🤢,-1,2025-09-10 18:18:53,1,3.1666666666666665,0.83,Ola
underpaid driver,very bad for driver,-1,2025-09-10 17:36:51,1,5.15,0.6947,Ola
drivers dont,very bad for driver,-1,2025-09-10 17:36:51,1,5.15,0.5309,Ola
bad experience,very bad for driver,-1,2025-09-10 17:36:51,1,5.15,0.4889,Ola
bakbah app,bakbah app hai,0,2025-09-10 17:11:40,0,,0.899,Ola
app happened,bakbah app hai,0,2025-09-10 17:11:40,0,,0.7531,Ola
hai coustomer,bakbah app hai,0,2025-09-10 17:11:40,0,,0.5393,Ola
price app,bakbah app hai,0,2025-09-10 17:11:40,0,,0.5318,Ola
excellent,excellent💯,1,2025-09-10 17:02:50,1,9.3,0.2468,Ola
item delivery,"I requested for item delivery, not a ride. The person delayed on purpose, which made my charges more than double. At payment time, the fare showed even higher, and the excuse given was traffic. Very poor service, no customer support available, and no help from customer care despite several tries. Very disappointing experience. I'm not suggested to anyone.",-1,2025-09-10 16:59:54,1,2.6666666666666665,0.5094,Ola
traffic poor,"I requested for item delivery, not a ride. The person delayed on purpose, which made my charges more than double. At payment time, the fare showed even higher, and the excuse given was traffic. Very poor service, no customer support available, and no help from customer care despite several tries. Very disappointing experience. I'm not suggested to anyone.",-1,2025-09-10 16:59:54,1,2.6666666666666665,0.3811,Ola
ride person,"I requested for item delivery, not a ride. The person delayed on purpose, which made my charges more than double. At payment time, the fare showed even higher, and the excuse given was traffic. Very poor service, no customer support available, and no help from customer care despite several tries. Very disappointing experience. I'm not suggested to anyone.",-1,2025-09-10 16:59:54,1,2.6666666666666665,0.2602,Ola
higher excuse,"I requested for item delivery, not a ride. The person delayed on purpose, which made my charges more than double. At payment time, the fare showed even higher, and the excuse given was traffic. Very poor service, no customer support available, and no help from customer care despite several tries. Very disappointing experience. I'm not suggested to anyone.",-1,2025-09-10 16:59:54,1,2.6666666666666665,0.2144,Ola
experience suggested,"I requested for item delivery, not a ride. The person delayed on purpose, which made my charges more than double. At payment time, the fare showed even higher, and the excuse given was traffic. Very poor service, no customer support available, and no help from customer care despite several tries. Very disappointing experience. I'm not suggested to anyone.",-1,2025-09-10 16:59:54,1,2.6666666666666665,0.1931,Ola
app driver,very bad nood aap for driver,-1,2025-09-10 16:59:39,0,,0.7142,Ola
nood aap,very bad nood aap for driver,-1,2025-09-10 16:59:39,0,,0.6945,Ola
bad nood,very bad nood aap for driver,-1,2025-09-10 16:59:39,0,,0.6288,Ola
drivers dont,very bad nood aap for driver,-1,2025-09-10 16:59:39,0,,0.4136,Ola
bad experience,very bad nood aap for driver,-1,2025-09-10 16:59:39,0,,0.2537,Ola
bilkul kharb,bilkul kharb,0,2025-09-10 16:17:40,1,6.033333333333333,1.0,Ola
super,super,0,2025-09-10 16:06:08,1,5.666666666666667,1.0,Ola
data coverage,average,0,2025-09-10 15:39:22,1,5.283333333333333,1.0,Ola
